,Benchmark,Consumer Staples,,Healthcare,,Telecoms,,Federal Funds Rate,Monthly Log Returns from Adj. Close,,,,,,,Monthly Change in Federal Funds Rate (Fixed Window Approach),Hike Dummy,Cut Dummy
,$SPY,$PG,$KO,$JNJ,$UNH,$VZ,$T,,$SPY,$PG,$KO,$JNJ,$UNH,$VZ,$T,,,
7/29/2011,99.779,40.7536,21.763,42.6821,39.4472,16.8743,9.6455,0.07,-0.056544422,0.034994518,0.035248803,0.024295898,-0.043445285,0.024492693,-0.027027252,0.03,1,0
8/31/2011,94.2936,42.205,22.5438,43.7318,37.7701,17.2927,9.3883,0.1,-0.071978438,-0.007883141,-0.035110964,-0.032591284,-0.026356952,0.017409889,0.001405018,-0.02,0,1
9/30/2011,87.745,41.8736,21.766,42.3295,36.7876,17.5964,9.4015,0.08,0.103591215,0.020814218,0.011188666,0.010930021,0.039745836,0.018758643,0.042400496,-0.01,0,1
10/31/2011,97.3221,42.7543,22.0109,42.7947,38.2792,17.9296,9.8087,0.07,-0.004072105,0.009024908,-0.009008741,0.014372313,0.016123572,0.020076428,-0.011319135,0.01,1,0
11/30/2011,96.9266,43.1419,21.8135,43.4142,38.9014,18.2932,9.6983,0.08,0.01038574,0.032604446,0.039946006,0.013200764,0.041776774,0.061420486,0.04255317,-0.01,0,1
12/30/2011,97.9385,44.5717,22.7025,43.9911,40.561,19.452,10.1199,0.07,0.04533183,-0.048666214,-0.035495385,0.005020214,0.02166398,-0.050314305,-0.013109398,0.01,1,0
1/31/2012,102.4804,42.4545,21.9108,44.2125,41.4493,18.4975,9.9881,0.08,0.042489761,0.070133992,0.033921633,-0.003870642,0.07368206,0.011876752,0.039333918,0.02,1,0
2/29/2012,106.9286,45.5389,22.6668,44.0417,44.6187,18.7185,10.3888,0.1,0.03165076,-0.006081403,0.064942941,0.01343292,0.058539043,0.003141679,0.020710433,0.03,1,0
3/30/2012,110.3671,45.2628,24.1877,44.6373,47.3086,18.7774,10.6062,0.13,-0.006698286,-0.046212231,0.030732946,-0.013124169,-0.048493011,0.067906579,0.066518302,0.01,1,0
4/30/2012,109.6303,43.2187,24.9426,44.0553,45.0692,20.0968,11.3357,0.14,-0.061934424,-0.02144127,-0.021051874,-0.032258964,-0.006790374,0.030727025,0.037571395,0.02,1,0
5/31/2012,103.0464,42.3019,24.423,42.6568,44.7642,20.7239,11.7697,0.16,0.039728608,-0.01683761,0.052066242,0.07897025,0.051447982,0.065077005,0.042679619,0,0,0
6/29/2012,107.2227,41.5956,25.7283,46.162,47.1275,22.1174,12.2829,0.16,0.011760162,0.060954353,0.032834582,0.02427512,-0.135438376,0.026823745,0.073787499,0,0,0
7/31/2012,108.4911,44.2099,26.5871,47.2963,41.158,22.7187,13.2235,0.16,0.024744071,0.040238154,-0.077159503,-0.017218494,0.060936142,-0.049967421,-0.034341044,-0.03,0,1
8/31/2012,111.2091,46.0251,24.6128,46.4889,43.744,21.6114,12.7771,0.13,0.025040589,0.031786992,0.02083949,0.021711907,0.024250921,0.059447535,0.028523877,0.01,1,0
9/28/2012,114.029,47.5116,25.1311,47.5093,44.8178,22.9351,13.1468,0.14,-0.018366516,0.006325769,-0.019970402,0.027339525,0.010591269,-0.00973104,-0.074545729,0.02,1,0
10/31/2012,111.9538,47.8131,24.6342,48.8261,45.295,22.713,12.2024,0.16,0.005644411,0.008484581,0.026471026,-0.006779562,-0.02917294,-0.011718106,-0.013381603,0,0,0
11/30/2012,112.5875,48.2205,25.295,48.4962,43.9927,22.4484,12.0402,0.16,0.008957211,-0.028176032,-0.045039547,0.005293597,0.001176775,-0.019454423,-0.012385146,0,0,0
12/31/2012,113.6005,46.8808,24.181,48.7536,44.0445,22.0159,11.892,0.16,0.049923613,0.109802989,0.026944415,0.053059501,0.017723914,0.019703852,0.044552666,-0.02,0,1
1/31/2013,119.4158,52.3217,24.8414,51.4103,44.8321,22.454,12.4338,0.14,0.012678073,0.013480535,0.038974661,0.037164762,-0.032395838,0.064812655,0.03168712,0.01,1,0
2/28/2013,120.9394,53.0318,25.8287,53.3569,43.403,23.9575,12.8341,0.15,0.037271909,0.01148535,0.050693394,0.068791565,0.071874231,0.054779852,0.021483161,-0.01,0,1
3/28/2013,125.5321,53.6444,27.1718,57.1566,46.6374,25.3065,13.1128,0.14,0.019030384,0.003998007,0.045676707,0.04438269,0.046447792,0.102802567,0.032664845,0.01,1,0
4/30/2013,127.9439,53.8593,28.4417,59.7505,48.8547,28.0465,13.5482,0.15,0.023335171,-0.000129977,-0.056868285,-0.004856924,0.044068566,-0.106163077,-0.068217107,-0.04,0,1
5/31/2013,130.9646,53.8523,26.8694,59.461,51.0558,25.2216,12.6548,0.11,-0.013450148,0.002992604,0.009906333,0.019761077,0.048855637,0.037646342,0.011650739,-0.02,0,1
6/28/2013,129.2149,54.0137,27.1369,60.6477,53.6121,26.1892,12.8031,0.09,0.05038575,0.049576516,-0.000748339,0.085242503,0.106657329,-0.007215959,0.008887911,0,0,0
7/31/2013,135.8923,56.759,27.1166,66.0442,59.6463,26.0009,12.9174,0.09,-0.030451098,-0.030472467,-0.048566894,-0.071420382,-0.015353754,-0.043367772,-0.041677473,-0.01,0,1
8/30/2013,131.8166,55.0555,25.8311,61.4918,58.7375,24.8974,12.3901,0.08,0.031189645,-0.029973125,-0.000631221,0.003235842,0.001903274,-0.014992906,-0.00029867,0,0,0
9/30/2013,135.9927,53.4298,25.8148,61.6911,58.8494,24.5269,12.3864,0.08,0.045266724,0.073682357,0.043647384,0.066057946,-0.047909999,0.090405957,0.081502301,0.01,1,0
10/31/2013,142.2901,57.5153,26.9665,65.9039,56.0964,26.8476,13.4382,0.09,0.029206643,0.042073539,0.022491892,0.028799583,0.087206261,-0.017775006,-0.027728314,-0.01,0,1
11/29/2013,146.5072,59.9868,27.5799,67.8295,61.208,26.3746,13.0707,0.08,0.025566041,-0.033933283,0.027486872,-0.032968866,0.014743413,-0.009723093,-0.001416382,0.01,1,0
12/31/2013,150.3011,57.9854,28.3485,65.6297,62.1171,26.1194,13.0522,0.09,-0.035884115,-0.053076275,-0.088267643,-0.034659118,-0.040932947,-0.012187569,-0.040408038,-0.02,0,1
1/31/2014,145.0033,54.988,25.9535,63.394,59.6258,25.803,12.5353,0.07,0.04451008,0.02627574,0.009998588,0.047614659,0.066758457,-0.009203952,-0.042609215,0,0,0
2/28/2014,151.6032,56.452,26.2143,66.4855,63.7422,25.5666,12.0124,0.07,0.008276823,0.024364199,0.019866727,0.064218851,0.062893144,-0.000211235,0.093799993,0.01,1,0
3/31/2014,152.8632,57.8443,26.7403,70.8952,67.8799,25.5612,13.1937,0.08,0.006927264,0.031881913,0.053628796,0.030676251,-0.088575386,-0.006881675,0.030756729,0.01,1,0
4/30/2014,153.9258,59.7182,28.2135,73.1037,62.126,25.3859,13.6058,0.09,0.022940822,-0.021550691,0.002937535,0.008586398,0.059369837,0.06683686,-0.006459247,0,0,0
5/30/2014,157.4978,58.445,28.2965,73.7341,65.9261,27.1406,13.5182,0.09,0.020423943,-0.027608357,0.042350203,0.030670512,0.030983582,-0.020834087,-0.003104339,0.01,1,0
6/30/2014,160.7476,56.8535,29.5206,76.0306,68.0007,26.581,13.4763,0.1,-0.013528942,-0.008372167,-0.07523533,-0.044265073,-0.008598538,0.040809655,0.019335031,-0.01,0,1
7/31/2014,158.5875,56.3795,27.3811,72.7385,67.4185,27.6882,13.7394,0.09,0.038704607,0.072212378,0.060011946,0.042487894,0.067156774,-0.011971753,-0.017859453,0,0,0
8/29/2014,164.8459,60.6014,29.0746,75.8956,72.1016,27.3587,13.4962,0.09,-0.013887042,0.007552094,0.02952414,0.027198821,-0.000683991,0.003408091,0.007977755,0,0,0
9/30/2014,162.5725,61.0608,29.9458,77.9882,72.0523,27.4521,13.6043,0.09,0.023277684,0.048901834,-0.018452231,0.011102646,0.096731999,0.016155347,0.001586474,0,0,0
10/31/2014,166.4012,64.121,29.3983,78.8589,79.3703,27.8992,13.6259,0.09,0.02710157,0.035569504,0.074931781,0.010820174,0.037393231,0.006744424,0.015380997,0,0,0
11/28/2014,170.9726,66.4428,31.6858,79.7168,82.3944,28.088,13.8371,0.09,-0.002563342,0.007271505,-0.059985344,-0.034586624,0.028348732,-0.078300303,-0.051920714,0.03,1,0
12/31/2014,170.5349,66.9277,29.841,77.0068,84.7636,25.9726,13.137,0.12,-0.030076936,-0.070515715,-0.025182914,-0.043287313,0.049783134,-0.011302399,-0.006077654,-0.01,0,1
1/30/2015,165.4821,62.3708,29.0989,73.7445,89.0902,25.6807,13.0574,0.11,0.0546816,0.00991528,0.050443417,0.030347952,0.067152743,0.078644992,0.048617286,0,0,0
2/27/2015,174.7829,62.9923,30.6044,76.0168,95.2783,27.7819,13.7079,0.11,-0.015869939,-0.038191339,-0.05751675,-0.018807159,0.043513338,-0.016721772,-0.056853355,0,0,0
3/31/2015,172.031,60.6319,28.8938,74.6005,99.5157,27.3212,12.9503,0.11,0.009785657,-0.021948817,0.000245697,-0.014014543,-0.060012343,0.047678949,0.07345692,0.01,1,0
4/30/2015,173.7227,59.3156,28.9009,73.5623,93.7192,28.6554,13.9374,0.12,0.012774182,-0.014185815,0.009812979,0.016726662,0.076113629,-0.02002439,-0.002888493,0,0,0
5/29/2015,175.9561,58.4801,29.1859,74.8031,101.131,28.0873,13.8972,0.12,-0.020304651,-0.001915304,-0.034956112,-0.027126889,0.018962556,-0.058946668,0.027977574,0.01,1,0
6/30/2015,172.4194,58.3682,28.1833,72.8012,103.067,26.4795,14.2915,0.13,0.021906041,-0.011711641,0.046077522,0.027825814,-0.004930294,0.015595574,-0.008784932,0,0,0
7/31/2015,176.2381,57.6886,29.5123,74.8554,102.5601,26.8957,14.1665,0.13,-0.063307121,-0.08188127,-0.043788007,-0.056367554,-0.048091014,-0.016812349,-0.045342544,0.01,1,0
8/31/2015,165.4268,53.1532,28.2479,70.7527,97.7446,26.4473,13.5385,0.14,-0.025307454,0.017811132,0.028759833,-0.006726201,0.007012064,-0.055866334,-0.018856737,0,0,0
9/30/2015,161.2928,54.1084,29.0721,70.2784,98.4324,25.0103,13.2856,0.14,0.081843445,0.068856839,0.054092747,0.079060635,0.015141951,0.08740114,0.042239668,-0.02,0,1
10/30/2015,175.0488,57.9654,30.688,76.0602,99.9342,27.2946,13.8588,0.12,0.003648318,-0.020369816,0.013975787,0.009369564,-0.044000295,-0.030979139,0.004765376,0,0,0
11/30/2015,175.6886,56.7966,31.1199,76.7762,95.6324,26.462,13.925,0.12,-0.017327956,0.05927338,0.007943967,0.014512001,0.047051645,0.016799371,0.021736898,0.12,1,0
12/31/2015,172.6705,60.2649,31.3681,77.8985,100.2396,26.9103,14.231,0.24,-0.051068828,0.037010136,-0.000931316,0.016606217,-0.021306877,0.090347772,0.060833754,0.1,1,0
1/29/2016,164.0738,62.5371,31.3389,79.2029,98.1264,29.4548,15.1236,0.34,-0.000826189,-0.017285566,0.004882934,0.014519803,0.033641751,0.015095237,0.024377113,0.04,1,0
2/29/2016,163.9383,61.4654,31.4923,80.3613,101.4837,29.9028,15.4968,0.38,0.065078098,0.024847596,0.08057725,0.028024029,0.083193305,0.063945173,0.058347558,-0.02,0,1
3/31/2016,174.9619,63.0118,34.1349,82.6452,110.2876,31.8774,16.4279,0.36,0.003933113,-0.018837908,-0.034876962,0.035231335,0.021337966,-0.049314968,0.003372705,0.01,1,0
4/29/2016,175.6514,61.8359,32.9649,85.6088,112.6662,30.3435,16.4834,0.37,0.01686846,0.011418184,-0.004472308,0.012504313,0.014999724,-0.00078466,0.008463543,0,0,0
5/31/2016,178.6395,62.546,32.8178,86.686,114.3689,30.3197,16.6235,0.37,0.003491445,0.043818428,0.023962671,0.073626315,0.059346154,0.092626957,0.098670518,0.01,1,0
6/30/2016,179.2643,65.3476,33.6137,93.3092,121.3617,33.2623,18.3474,0.38,0.035821952,0.018623438,-0.038223879,0.031884963,0.014064895,0.002264265,0.012926114,0.01,1,0
7/29/2016,185.8023,66.576,32.3531,96.3323,123.0807,33.3377,18.5861,0.39,0.001196793,0.019896574,-0.004597439,-0.041526273,-0.051220303,-0.057190351,-0.057280271,0.01,1,0
8/31/2016,186.0248,67.9139,32.2047,92.4139,116.9352,31.4846,17.5514,0.4,7.79436E-05,0.027562323,-0.017646015,-0.010190919,0.033239599,-0.006711456,-0.006625361,0,0,0
9/30/2016,186.0393,69.8118,31.6414,91.4769,120.8874,31.274,17.4355,0.4,-0.017489246,-0.025624981,0.001888145,-0.01828104,0.00945491,-0.066155654,-0.086607372,0,0,0
10/31/2016,182.8139,68.0456,31.7012,89.8198,122.0358,29.272,15.989,0.4,0.036176233,-0.051293604,-0.041086609,-0.034364732,0.11746122,0.036738237,0.048805055,0.01,1,0
11/30/2016,189.5485,64.6433,30.4251,86.7856,137.2461,30.3674,16.7887,0.41,0.020080494,0.019455777,0.027138576,0.034527266,0.010805111,0.067414936,0.096177811,0.13,1,0
12/30/2016,193.3932,65.9133,31.2621,89.8344,138.7371,32.4852,18.4836,0.54,0.017736407,0.048864357,0.002648263,-0.017158788,0.012789689,-0.074626212,0.003052101,0.11,1,0
1/31/2017,196.8539,69.2141,31.345,88.3061,140.5229,30.1492,18.5401,0.65,0.038539304,0.038847443,0.009338933,0.082640684,0.020032429,0.012571071,-0.008814305,0.01,1,0
2/28/2017,204.5886,71.9558,31.6391,95.9138,143.3663,30.5306,18.3774,0.66,0.001257344,-0.013486256,0.020137786,0.018966396,-0.00460301,-0.017888808,-0.005762761,0.13,1,0
3/31/2017,204.846,70.9919,32.2827,97.7503,142.7079,29.9893,18.2718,0.79,0.009877054,-0.020781584,0.016591913,-0.008708886,0.064172804,-0.048168469,-0.035314561,0.11,1,0
4/28/2017,206.8793,69.5318,32.8228,96.9027,152.1661,28.579,17.6378,0.9,0.014014398,0.00866627,0.05237184,0.04454782,0.001713762,0.015774709,-0.028145283,0.01,1,0
5/31/2017,209.799,70.137,34.5876,101.3171,152.4271,29.0334,17.1483,0.91,0.006353967,-0.010729324,-0.005546236,0.031015119,0.060958651,-0.043378497,-0.02098455,0.13,1,0
6/30/2017,211.1363,69.3885,34.3963,104.5087,162.0079,27.8009,16.7922,1.04,0.020345638,0.049024497,0.021832078,0.003245176,0.033881985,0.093602106,0.046200011,0.11,1,0
7/31/2017,215.476,72.875,35.1555,104.8484,167.5911,30.5288,17.5862,1.15,0.002913478,0.015839584,-0.006346274,0.003718457,0.036296998,-0.008923108,-0.040286206,0.01,1,0
8/31/2017,216.1047,74.0385,34.9331,105.239,173.7859,30.2576,16.8918,1.16,0.019941013,-0.014079213,-0.003932366,-0.017989792,-0.01167586,0.031193002,0.044638098,-0.01,0,1
9/29/2017,220.4573,73.0034,34.796,103.3627,171.7686,31.2163,17.6629,1.15,0.023290407,-0.044846218,0.021322381,0.069808372,0.070805606,-0.021264791,-0.139283087,0,0,0
10/31/2017,225.6521,69.8018,35.5459,110.8361,184.3717,30.5595,15.3664,1.15,0.030108243,0.041406221,0.003471163,0.00548943,0.0852181,0.061176719,0.078008233,0.01,1,0
11/30/2017,232.5494,72.7527,35.6695,111.4462,200.7724,32.4874,16.6131,1.16,0.012014006,0.020783795,0.002402528,0.002795646,-0.034375111,0.0393037,0.066458729,0.14,1,0
12/29/2017,235.3601,74.2806,35.7553,111.7582,193.9881,33.7897,17.7547,1.3,0.054828251,-0.054571742,0.036592261,-0.011010824,0.071415341,0.032677452,-0.024222707,0.11,1,0
1/31/2018,248.6248,70.3356,37.0879,110.5344,208.3485,34.9121,17.3298,1.41,-0.037037925,-0.09494045,-0.096318294,-0.055678576,-0.045888741,-0.124510669,-0.031191544,0.01,1,0
2/28/2018,239.5847,63.9651,33.6823,104.5482,199.0037,30.8249,16.7976,1.42,-0.02779817,0.009632177,0.013713972,-0.013409681,-0.051934668,0.001675811,-0.018069596,0.09,1,0
3/29/2018,233.0164,64.5842,34.1474,103.1556,188.9323,30.8766,16.4968,1.51,0.005154996,-0.082084247,-0.005076205,-0.013037872,0.099549313,0.043987535,-0.072252923,0.18,1,0
4/30/2018,234.2207,59.4946,33.9745,101.8194,208.7084,32.2651,15.3469,1.69,0.024017943,0.011407991,-0.004874331,-0.048461843,0.021385496,-0.034635934,-0.01169259,0.01,1,0
5/31/2018,239.9143,60.1772,33.8093,97.0027,213.2198,31.1667,15.1685,1.7,0.00573889,0.064692534,0.02871192,0.014276584,0.019243828,0.053903572,-0.006514896,0.12,1,0
6/29/2018,241.2951,64.1989,34.7941,98.3975,217.3627,32.8928,15.07,1.82,0.036377013,0.044557068,0.061243028,0.088137719,0.031613647,0.037652272,0.011060045,0.09,1,0
7/31/2018,250.2343,67.1241,36.9916,107.4637,224.3441,34.1549,15.2376,1.91,0.031420839,0.025270879,-0.045183154,0.022889881,0.058443212,0.051517834,-0.000938909,0,0,0
8/31/2018,258.2217,68.842,35.3574,109.9519,237.8462,35.9606,15.2233,1.91,0.005930755,0.003370161,0.044177014,0.02550951,-0.005723397,-0.018189718,0.050074025,0.04,1,0
9/28/2018,259.7577,69.0744,36.9544,112.7928,236.4888,35.3124,16.005,1.95,-0.071608145,0.072324971,0.035932264,0.013085944,-0.017785979,0.077902141,-0.075507553,0.24,1,0
10/31/2018,241.8073,74.2553,38.3064,114.2785,232.3198,38.1733,14.841,2.19,0.018379538,0.063671372,0.059224398,0.054527164,0.076968279,0.054703865,0.018088892,0.01,1,0
11/30/2018,246.2927,79.137,40.6436,120.6828,250.9072,40.3197,15.1119,2.2,-0.092045584,-0.027786879,-0.062422183,-0.129552009,-0.121700611,-0.070059562,-0.090393719,0.07,1,0
12/31/2018,224.6346,76.9683,38.1841,106.0185,222.1566,37.5916,13.8058,2.27,0.077021763,0.056195361,0.01633862,0.030750822,0.08122807,-0.010345524,0.068693436,0.13,1,0
1/31/2019,242.6201,81.4174,38.8131,109.3293,240.9551,37.2047,14.7875,2.4,0.031901395,0.021331362,-0.059718283,0.032985336,-0.109315998,0.033225244,0.034652129,0,0,0
2/28/2019,250.4848,83.1728,36.5631,112.9957,216.0035,38.4616,15.3089,2.4,0.017917461,0.054307403,0.041691674,0.022791382,0.024379617,0.038090977,0.007684862,0.01,1,0
3/29/2019,255.0133,87.8146,38.1197,115.6006,221.3343,39.9549,15.427,2.41,0.040040349,0.030107712,0.045878171,0.010035924,-0.059101815,-0.023095399,0.003100135,0.01,1,0
4/30/2019,265.4313,90.4987,39.9093,116.7666,208.6321,39.0427,15.4749,2.42,-0.065895499,-0.034102489,0.00142722,-0.06701707,0.036772376,-0.050933834,-0.012353944,-0.03,0,1
5/31/2019,248.5044,87.4645,39.9663,109.1977,216.4468,37.1039,15.2849,2.39,0.067277575,0.063439615,0.043576621,0.060144805,0.013489769,0.04988315,0.091497024,-0.01,0,1
6/28/2019,265.7984,93.193,41.7464,115.9669,219.3864,39.0017,16.7494,2.38,0.015006566,0.080169649,0.033032117,-0.067260873,0.020284122,-0.022475362,0.031077367,0.02,1,0
7/31/2019,269.8172,100.9719,43.1484,108.4234,223.8819,38.1349,17.2781,2.4,-0.016885316,0.018383657,0.044773351,-0.006980369,-0.06217189,0.050969392,0.034919471,-0.27,0,1
8/30/2019,265.2995,102.8453,45.1242,107.6692,210.3866,40.129,17.8921,2.13,0.019291827,0.033934546,-0.003616568,0.007915155,-0.06933784,0.037127671,0.07061871,-0.09,0,1
9/30/2019,270.4673,106.3952,44.9613,108.5248,196.2931,41.6469,19.2013,2.04,0.021863576,0.007420107,-0.000182396,0.020350865,0.150832131,0.012152459,0.030703953,-0.21,0,1
10/31/2019,276.4458,107.1876,44.9531,110.756,228.2499,42.1561,19.8,1.83,0.035558646,-0.019873832,-0.011641789,0.047347086,0.102121979,-0.003809782,-0.029262382,-0.28,0,1
11/29/2019,286.4527,105.0784,44.4328,116.1261,252.791,41.9958,19.229,1.55,0.028619929,0.02300083,0.035864913,0.059164848,0.053033673,0.019071288,0.044474373,0,0,0
12/31/2019,294.7694,107.5233,46.0553,123.204,266.5593,42.8044,20.1035,1.55,-0.000403787,0.003705809,0.053638697,0.020358064,-0.076056586,-0.02204505,-0.024762503,0,0,0
1/31/2020,294.6504,107.9225,48.5931,125.7379,247.0375,41.8711,19.6118,1.55,-0.082475522,-0.095848118,-0.087821584,-0.095168307,-0.066348277,-0.093025534,-0.065918915,0.03,1,0
2/28/2020,271.3241,98.0586,44.5076,114.3234,231.1789,38.1517,18.3607,1.58,-0.133122845,-0.028940567,-0.18121584,-0.025226438,-0.018166965,-0.007971042,-0.189160534,-0.93,0,1
3/31/2020,237.5056,95.2614,37.1307,111.4755,227.017,37.8488,15.1963,0.65,0.119544623,0.075702385,0.036393325,0.134713017,0.159384521,0.077594355,0.06153658,-0.6,0,1
4/30/2020,267.6649,102.7529,38.5069,127.5512,266.243,40.9026,16.1608,0.05,0.046545165,-0.016681945,0.017068596,-0.00166346,0.041457633,-0.001220716,0.012715214,0,0,0
5/29/2020,280.4179,101.053,39.1698,127.3392,277.5128,40.8527,16.3676,0.05,0.017605108,0.031001874,-0.034840611,-0.056134532,-0.028731111,-0.040001088,-0.020623488,0.03,1,0
6/30/2020,285.3984,104.2349,37.8286,120.388,269.653,39.2508,16.0335,0.08,0.057223136,0.098458151,0.055716519,0.035828319,0.026200461,0.05307956,-0.004287721,0.01,1,0
7/31/2020,302.2061,115.0199,39.9961,124.7795,276.8114,41.3905,15.9649,0.09,0.067468666,0.053529275,0.047336466,0.057769261,0.031758147,0.030667325,0.007743246,0.01,1,0
8/31/2020,323.2991,121.3446,41.9349,132.2002,285.7435,42.6795,16.089,0.1,-0.038115759,0.004760187,0.004817292,-0.029973449,0.001638938,0.003704513,-0.044586816,-0.01,0,1
9/30/2020,311.2082,121.9236,42.1374,128.2965,286.2122,42.8379,15.3874,0.09,-0.025249573,-0.008117428,-0.02689302,-0.082356826,-0.021495063,-0.032385434,-0.035663612,0,0,0
10/30/2020,303.4487,120.9379,41.0193,118.1538,280.1257,41.4728,14.8483,0.09,0.103257489,0.012828125,0.0789873,0.060736036,0.097351755,0.058278735,0.062061266,0,0,0
11/30/2020,336.4569,122.4993,44.3907,125.5524,308.768,43.9616,15.799,0.09,0.03639554,0.001942613,0.060897694,0.084138998,0.045317832,-0.027865462,0.000341735,0,0,0
12/31/2020,348.928,122.7375,47.178,136.5734,323.0826,42.7535,15.8044,0.09,-0.010242632,-0.075794353,-0.130098642,0.035884061,-0.049991461,-0.059849255,0.013231157,0,0,0
1/29/2021,345.3723,113.7785,41.4227,141.5632,307.3283,40.2698,16.0149,0.09,0.027425807,-0.037185389,0.017294132,-0.022825122,-0.004085407,0.009997094,-0.026184524,-0.01,0,1
2/26/2021,354.9755,109.6253,42.1453,138.3686,306.0753,40.6744,15.601,0.08,0.044404471,0.091970691,0.081495778,0.036496123,0.116789577,0.050252049,0.081888026,-0.01,0,1
3/31/2021,371.0932,120.1858,45.7238,143.5118,343.9928,42.7706,16.9323,0.07,0.051558166,-0.008513008,0.023806841,-0.009905931,0.069378038,0.004625648,0.054152076,0,0,0
4/30/2021,390.7279,119.167,46.8254,142.0972,368.7057,42.9689,17.8745,0.07,0.006544743,0.010661535,0.02397907,0.045480718,0.032369021,-0.02275222,-0.06510821,-0.01,0,1
5/28/2021,393.2935,120.4443,47.9618,148.7091,380.8356,42.0023,16.7478,0.06,0.022223743,0.000592629,-0.014040453,-0.027008112,-0.024548164,-0.008178142,-0.022334041,0.02,1,0
6/30/2021,402.1318,120.5157,47.2931,144.7465,371.6006,41.6602,16.3779,0.08,0.024119417,0.058981456,0.052557795,0.044287955,0.028993473,0.006736706,-0.00740928,0.02,1,0
7/30/2021,411.9489,127.8377,49.8452,151.3011,382.5323,41.9418,16.257,0.1,0.029325531,0.001124232,-0.012705461,0.011336604,0.009776842,-0.014082356,-0.02271404,-0.01,0,1
8/31/2021,424.2084,127.9815,49.2159,153.0261,386.2906,41.3553,15.8919,0.09,-0.047694746,-0.018356808,-0.063115739,-0.069537465,-0.059708358,-0.018164084,-0.015063906,-0.01,0,1
9/30/2021,404.4508,125.6536,46.2056,142.7466,363.9009,40.6109,15.6543,0.08,0.067811478,0.028785783,0.071693943,0.008508214,0.164205343,-0.007263287,-0.047976023,0,0,0
10/29/2021,432.8285,129.3232,49.6399,143.9663,428.8413,40.317,14.921,0.08,-0.008067275,0.011058062,-0.064100394,-0.036991261,-0.035927718,-0.052695018,-0.101147167,0,0,0
11/30/2021,429.3508,130.7612,46.5578,138.7381,413.7075,38.2475,13.4856,0.08,0.045248908,0.123469176,0.121230381,0.092665936,0.125781036,0.033067686,0.074675612,0,0,0
12/31/2021,449.2247,147.9452,52.5584,152.2089,469.1583,39.5334,14.5312,0.08,-0.054183057,-0.013965031,0.029947531,0.007106336,-0.060693138,0.035877251,0.055514238,0,0,0
1/31/2022,425.532,145.8935,54.1562,153.2944,441.5305,40.9775,15.3607,0.08,-0.029961325,-0.028831714,0.019959677,-0.039375147,0.006958715,0.008231539,-0.073624838,0,0,0
2/28/2022,412.9716,141.7472,55.248,147.3757,444.6137,41.3162,14.2704,0.08,0.036867571,-0.020020998,0.003624325,0.074112431,0.072205734,-0.052205548,-0.002532917,0.12,1,0
3/31/2022,428.481,138.9375,55.4486,158.713,477.9048,39.2146,14.2343,0.2,-0.091862162,0.055076216,0.041234688,0.01806064,-0.002788539,-0.083429618,0.06937076,0.13,1,0
4/29/2022,390.8736,146.8043,57.7828,161.6055,476.574,36.0757,15.2568,0.33,0.002254708,-0.082203981,-0.01922034,0.001110731,-0.023416181,0.102354536,0.121191363,0.44,1,0
5/31/2022,391.7559,135.2191,56.6828,161.7851,465.5441,39.9638,17.2225,0.77,-0.086069142,-0.028047001,-4.23418E-05,-0.01131512,0.036967162,-0.010582828,-0.015618506,0.44,1,0
6/30/2022,359.4481,131.4793,56.6804,159.9648,483.076,39.5431,16.9556,1.21,0.088091061,-0.028061338,0.019830163,-0.01698781,0.05438986,-0.081606149,-0.096574868,0.47,1,0
7/29/2022,392.5488,127.8411,57.8156,157.2703,510.0781,36.4443,15.3947,1.68,-0.041657824,-0.007007382,-0.039089823,-0.071805773,-0.043353559,-0.099629083,-0.068303169,0.65,1,0
8/31/2022,376.532,126.9484,55.5992,146.3733,488.4369,32.9884,14.3783,2.33,-0.096969502,-0.088554783,-0.089373256,0.01244299,-0.024759988,-0.096339556,-0.134025314,0.23,1,0
9/30/2022,341.7343,116.1899,50.8457,148.206,476.4917,29.9586,12.5748,2.56,0.078141292,0.071730094,0.066133745,0.062926078,0.094600634,0.001167597,0.190560682,0.52,1,0
10/31/2022,369.5089,124.8304,54.322,157.8317,523.7691,29.9936,15.2146,3.08,0.054101391,0.102191527,0.067823109,0.029301945,-0.013401178,0.042183491,0.055998402,0.7,1,0
11/30/2022,390.0505,138.2616,58.1341,162.5249,516.7968,31.2859,16.0909,3.78,-0.05929987,0.015962432,0,-0.007612974,-0.029547773,0.010717187,-0.046174716,0.32,1,0
12/30/2022,367.593,140.4863,58.1341,161.2923,501.75,31.623,15.3648,4.1,0.060988993,-0.056089549,-0.036665276,-0.077846782,-0.060229969,0.069261838,0.115640207,0.23,1,0
1/31/2023,390.7099,132.8234,56.0412,149.2125,472.4217,33.8909,17.2484,4.33,-0.025464173,-0.034439512,-0.02996198,-0.057167757,-0.047694868,-0.068702275,-0.074374699,0.24,1,0
2/28/2023,380.8864,128.3269,54.387,140.9216,450.4185,31.6407,16.0121,4.57,0.036452443,0.077803066,0.04907293,0.01128986,-0.003485721,0.002058517,0.017820421,0.08,1,0
3/31/2023,395.0268,138.7098,57.1225,142.5216,448.8512,31.7059,16.3,4.65,0.015848859,0.056642175,0.033606353,0.054610371,0.040433443,0.014848573,-0.071621213,0.18,1,0
